group_id	items_in_group	lo_value	p	FDR	goodsgrna
CTNNBIP1	7	5.3493e-01	7.8915e-01	1.000000	3
VWA5A	12	5.3494e-01	7.8917e-01	1.000000	6
NPIPB3	6	5.3522e-01	7.8934e-01	1.000000	3
COG6	9	5.3528e-01	7.8939e-01	1.000000	3
DET1	11	5.3537e-01	7.8945e-01	1.000000	5
USP17L27	8	5.3538e-01	7.8945e-01	1.000000	4
FBN3	10	5.3554e-01	7.8956e-01	1.000000	4
RHD	10	5.3565e-01	7.8962e-01	1.000000	5
TBC1D13	5	5.3565e-01	7.8962e-01	1.000000	1
PCDHA12	6	5.3569e-01	7.8965e-01	1.000000	3
CLPTM1L	8	5.3572e-01	7.8967e-01	1.000000	3
XAGE3	8	5.3582e-01	7.8972e-01	1.000000	4
PCDHA8	9	5.3625e-01	7.8997e-01	1.000000	4
QKI	8	5.3631e-01	7.9001e-01	1.000000	3
TNFSF13B	9	5.3633e-01	7.9002e-01	1.000000	3
TRIM48	10	5.3648e-01	7.9010e-01	1.000000	1
GJB7	11	5.3656e-01	7.9016e-01	1.000000	5
CCDC182	8	5.3662e-01	7.9019e-01	1.000000	3
TMEM251	7	5.3676e-01	7.9028e-01	1.000000	3
FLI1	9	5.3681e-01	7.9031e-01	1.000000	2
FGF17	8	5.3682e-01	7.9031e-01	1.000000	3
TENM2	7	5.3694e-01	7.9039e-01	1.000000	3
MAPK10	9	5.3700e-01	7.9042e-01	1.000000	4
RDH8	10	5.3704e-01	7.9044e-01	1.000000	4
ALDH3B2	9	5.3713e-01	7.9051e-01	1.000000	2
STX8	10	5.3739e-01	7.9067e-01	1.000000	5
negative317	11	5.3739e-01	7.9067e-01	1.000000	1
ACO2	10	5.3758e-01	7.9080e-01	1.000000	3
RRNAD1	12	5.3761e-01	7.9082e-01	1.000000	5
CWC22	10	5.3791e-01	7.9100e-01	1.000000	4
NAMPT	7	5.3811e-01	7.9114e-01	1.000000	3
PPAPDC3	10	5.3815e-01	7.9117e-01	1.000000	5
PTK2B	8	5.3816e-01	7.9117e-01	1.000000	4
KLHDC10	9	5.3824e-01	7.9122e-01	1.000000	1
DENND1C	11	5.3829e-01	7.9124e-01	1.000000	4
HMGB1	9	5.3842e-01	7.9132e-01	1.000000	2
OXGR1	9	5.3856e-01	7.9141e-01	1.000000	2
MCM2	12	5.3868e-01	7.9148e-01	1.000000	6
SLC17A9	10	5.3876e-01	7.9153e-01	1.000000	5
H2AFY	6	5.3884e-01	7.9159e-01	1.000000	3
ZNF776	3	5.3888e-01	7.9160e-01	1.000000	1
SPRY1	9	5.3896e-01	7.9166e-01	1.000000	4
DEGS2	12	5.3898e-01	7.9167e-01	1.000000	4
ENPP1	11	5.3922e-01	7.9184e-01	1.000000	4
RIMS1	8	5.3931e-01	7.9189e-01	1.000000	4
IL17REL	12	5.3934e-01	7.9191e-01	1.000000	4
PNMA2	8	5.3974e-01	7.9216e-01	1.000000	4
RLF	6	5.3976e-01	7.9217e-01	1.000000	2
PRR13	8	5.3980e-01	7.9219e-01	1.000000	2
PLA2G1B	8	5.3980e-01	7.9219e-01	1.000000	3
MCEMP1	9	5.3984e-01	7.9223e-01	1.000000	3
negative328	12	5.3985e-01	7.9223e-01	1.000000	5
KRT8	8	5.4012e-01	7.9240e-01	1.000000	4
APRT	6	5.4020e-01	7.9245e-01	1.000000	2
CDC42EP3	10	5.4021e-01	7.9246e-01	1.000000	3
PDE1C	6	5.4053e-01	7.9266e-01	1.000000	1
TMEM37	8	5.4061e-01	7.9271e-01	1.000000	3
ZNF777	7	5.4076e-01	7.9281e-01	1.000000	3
TTC28	8	5.4077e-01	7.9282e-01	1.000000	4
NT5C2	8	5.4077e-01	7.9282e-01	1.000000	4
TGM4	6	5.4106e-01	7.9301e-01	1.000000	3
OTUD7B	12	5.4107e-01	7.9302e-01	1.000000	4
ABCB11	10	5.4110e-01	7.9304e-01	1.000000	1
C1orf101	8	5.4111e-01	7.9305e-01	1.000000	4
TERF2IP	10	5.4111e-01	7.9305e-01	1.000000	5
KDELC2	8	5.4123e-01	7.9314e-01	1.000000	3
LRIG1	10	5.4125e-01	7.9314e-01	1.000000	3
TSR2	4	5.4134e-01	7.9320e-01	1.000000	2
ERCC6L2	9	5.4154e-01	7.9334e-01	1.000000	4
PIP5KL1	9	5.4161e-01	7.9338e-01	1.000000	4
negative5	9	5.4169e-01	7.9343e-01	1.000000	3
SPATS2	12	5.4184e-01	7.9352e-01	1.000000	5
ADGB	9	5.4185e-01	7.9352e-01	1.000000	3
TMEM91	11	5.4196e-01	7.9360e-01	1.000000	3
PPFIA3	10	5.4202e-01	7.9363e-01	1.000000	4
CPPED1	9	5.4203e-01	7.9363e-01	1.000000	4
ORC1	9	5.4205e-01	7.9365e-01	1.000000	3
SLC10A4	8	5.4211e-01	7.9368e-01	1.000000	1
APOB	8	5.4219e-01	7.9373e-01	1.000000	4
CLCN6	7	5.4222e-01	7.9376e-01	1.000000	3
PIK3C2A	8	5.4235e-01	7.9384e-01	1.000000	4
HJURP	6	5.4243e-01	7.9389e-01	1.000000	3
MINA	6	5.4274e-01	7.9409e-01	1.000000	3
ADGRL4	6	5.4279e-01	7.9412e-01	1.000000	3
MRGPRF	9	5.4281e-01	7.9413e-01	1.000000	2
CFAP36	6	5.4286e-01	7.9416e-01	1.000000	3
KDM4B	5	5.4304e-01	7.9427e-01	1.000000	2
TRIM10	9	5.4306e-01	7.9428e-01	1.000000	4
C1orf105	4	5.4308e-01	7.9429e-01	1.000000	2
PCDHGA12	8	5.4322e-01	7.9437e-01	1.000000	3
CBX7	9	5.4338e-01	7.9448e-01	1.000000	4
ZFAND2B	11	5.4341e-01	7.9450e-01	1.000000	4
FSCN2	4	5.4350e-01	7.9455e-01	1.000000	1
TTLL9	11	5.4363e-01	7.9464e-01	1.000000	4
C2orf16	12	5.4372e-01	7.9469e-01	1.000000	4
H1F0	8	5.4373e-01	7.9470e-01	1.000000	4
DPM1	9	5.4386e-01	7.9477e-01	1.000000	3
RTN4	11	5.4409e-01	7.9492e-01	1.000000	2
SLC23A2	7	5.4422e-01	7.9499e-01	1.000000	3
GJA8	12	5.4423e-01	7.9500e-01	1.000000	2
SNRNP35	6	5.4443e-01	7.9514e-01	1.000000	3
LGALS8	6	5.4450e-01	7.9518e-01	1.000000	3
C1orf186	10	5.4457e-01	7.9523e-01	1.000000	2
MYL12A	10	5.4469e-01	7.9530e-01	1.000000	2
ATF7IP	10	5.4474e-01	7.9533e-01	1.000000	5
WI2-2373I1.2	6	5.4478e-01	7.9535e-01	1.000000	3
C9orf172	7	5.4483e-01	7.9538e-01	1.000000	3
PRAMEF5	3	5.4487e-01	7.9541e-01	1.000000	1
SIGLEC14	5	5.4488e-01	7.9541e-01	1.000000	2
NUDT7	8	5.4496e-01	7.9546e-01	1.000000	1
FOXRED1	7	5.4499e-01	7.9547e-01	1.000000	2
ARHGAP8	9	5.4508e-01	7.9553e-01	1.000000	4
OR6C4	8	5.4516e-01	7.9558e-01	1.000000	4
CBLN2	7	5.4525e-01	7.9563e-01	1.000000	3
TPSG1	11	5.4533e-01	7.9568e-01	1.000000	5
PCK2	9	5.4533e-01	7.9569e-01	1.000000	4
INF2	4	5.4534e-01	7.9569e-01	1.000000	2
TXLNB	10	5.4539e-01	7.9572e-01	1.000000	4
CALCB	10	5.4539e-01	7.9572e-01	1.000000	4
C9orf171	10	5.4550e-01	7.9580e-01	1.000000	2
P4HB	7	5.4563e-01	7.9589e-01	1.000000	3
RANBP17	12	5.4564e-01	7.9589e-01	1.000000	4
RTP4	10	5.4573e-01	7.9597e-01	1.000000	3
GML	11	5.4577e-01	7.9599e-01	1.000000	5
DPYD	8	5.4589e-01	7.9606e-01	1.000000	4
ATXN3	9	5.4602e-01	7.9615e-01	1.000000	4
MLLT10	10	5.4616e-01	7.9624e-01	1.000000	5
PAIP2B	10	5.4626e-01	7.9631e-01	1.000000	3
LOC391003	10	5.4638e-01	7.9639e-01	1.000000	4
ZMYND10	10	5.4666e-01	7.9656e-01	1.000000	4
TRAPPC9	9	5.4680e-01	7.9666e-01	1.000000	4
SORCS2	9	5.4699e-01	7.9677e-01	1.000000	3
LY96	9	5.4708e-01	7.9683e-01	1.000000	4
ABHD15	9	5.4720e-01	7.9691e-01	1.000000	4
KLHL20	11	5.4727e-01	7.9695e-01	1.000000	3
SRD5A2	8	5.4733e-01	7.9698e-01	1.000000	2
OSBPL10	8	5.4734e-01	7.9699e-01	1.000000	4
USP42	9	5.4739e-01	7.9702e-01	1.000000	4
ZNF331	11	5.4739e-01	7.9702e-01	1.000000	5
SLC15A2	4	5.4740e-01	7.9703e-01	1.000000	2
LAMA5	8	5.4745e-01	7.9706e-01	1.000000	4
HIST3H2BB	8	5.4750e-01	7.9709e-01	1.000000	4
SLC12A1	6	5.4761e-01	7.9718e-01	1.000000	2
ADAMTS16	8	5.4779e-01	7.9730e-01	1.000000	3
ACAN	8	5.4784e-01	7.9733e-01	1.000000	4
KCNIP2	7	5.4787e-01	7.9735e-01	1.000000	3
MADD	11	5.4794e-01	7.9739e-01	1.000000	5
RGPD4	10	5.4799e-01	7.9742e-01	1.000000	4
LMNTD1	9	5.4804e-01	7.9746e-01	1.000000	2
MOS	9	5.4813e-01	7.9752e-01	1.000000	3
NUFIP2	9	5.4822e-01	7.9758e-01	1.000000	3
NCAN	8	5.4832e-01	7.9764e-01	1.000000	4
CYP24A1	7	5.4834e-01	7.9766e-01	1.000000	2
RAPGEF5	10	5.4841e-01	7.9771e-01	1.000000	3
SLC30A2	7	5.4860e-01	7.9783e-01	1.000000	2
OR1L1	8	5.4864e-01	7.9786e-01	1.000000	3
GPR137B	10	5.4887e-01	7.9799e-01	1.000000	5
C14orf2	8	5.4894e-01	7.9805e-01	1.000000	2
BNC1	10	5.4912e-01	7.9816e-01	1.000000	4
RAP1B	8	5.4926e-01	7.9825e-01	1.000000	4
PEX2	9	5.4955e-01	7.9843e-01	1.000000	4
MYL9	11	5.4956e-01	7.9843e-01	1.000000	3
TP53TG5	11	5.4968e-01	7.9851e-01	1.000000	5
CD1E	7	5.4968e-01	7.9851e-01	1.000000	3
HSPB1	9	5.4978e-01	7.9857e-01	1.000000	4
ST18	11	5.4981e-01	7.9859e-01	1.000000	5
SLC5A10	10	5.5005e-01	7.9874e-01	1.000000	5
PRMT5	9	5.5006e-01	7.9875e-01	1.000000	3
FASLG	7	5.5012e-01	7.9879e-01	1.000000	3
IL24	8	5.5021e-01	7.9885e-01	1.000000	3
AGBL3	10	5.5037e-01	7.9895e-01	1.000000	3
ANG	8	5.5046e-01	7.9900e-01	1.000000	4
SYF2	9	5.5046e-01	7.9900e-01	1.000000	3
ATG9A	6	5.5049e-01	7.9901e-01	1.000000	1
SLC27A1	7	5.5052e-01	7.9904e-01	1.000000	2
PRRC2C	11	5.5085e-01	7.9927e-01	1.000000	3
C12orf76	11	5.5094e-01	7.9933e-01	1.000000	4
CFH	6	5.5103e-01	7.9939e-01	1.000000	2
CDK5R1	8	5.5116e-01	7.9946e-01	1.000000	4
PI4K2B	11	5.5123e-01	7.9951e-01	1.000000	5
STAMBP	11	5.5126e-01	7.9953e-01	1.000000	5
RPA1	6	5.5128e-01	7.9954e-01	1.000000	2
LIPT2	10	5.5150e-01	7.9967e-01	1.000000	5
WHSC1L1	11	5.5164e-01	7.9976e-01	1.000000	3
EZH1	12	5.5175e-01	7.9983e-01	1.000000	3
PTX3	8	5.5192e-01	7.9994e-01	1.000000	2
SLC46A3	6	5.5203e-01	8.0002e-01	1.000000	2
SLMO2	8	5.5205e-01	8.0003e-01	1.000000	3
NAB1	9	5.5205e-01	8.0003e-01	1.000000	3
C1S	11	5.5210e-01	8.0006e-01	1.000000	5
HIP1R	4	5.5210e-01	8.0007e-01	1.000000	2
TIMM21	12	5.5212e-01	8.0008e-01	1.000000	5
ANGEL2	8	5.5221e-01	8.0014e-01	1.000000	4
SLC15A5	9	5.5243e-01	8.0028e-01	1.000000	3
H2AFZ	10	5.5251e-01	8.0033e-01	1.000000	5
CD177	6	5.5251e-01	8.0033e-01	1.000000	2
RGS18	9	5.5293e-01	8.0061e-01	1.000000	3
WDPCP	9	5.5298e-01	8.0065e-01	1.000000	4
IQCE	8	5.5306e-01	8.0069e-01	1.000000	2
CXorf67	12	5.5312e-01	8.0072e-01	1.000000	6
ARHGEF2	8	5.5374e-01	8.0113e-01	1.000000	2
LRRC8B	11	5.5374e-01	8.0113e-01	1.000000	3
SLC39A11	5	5.5374e-01	8.0113e-01	1.000000	2
MSS51	10	5.5374e-01	8.0113e-01	1.000000	5
FBXL8	5	5.5375e-01	8.0113e-01	1.000000	2
ITGA10	9	5.5378e-01	8.0115e-01	1.000000	4
DRD2	9	5.5390e-01	8.0123e-01	1.000000	3
PLD3	10	5.5394e-01	8.0126e-01	1.000000	5
FBXO11	11	5.5396e-01	8.0127e-01	1.000000	3
KRT74	9	5.5406e-01	8.0133e-01	1.000000	4
EFS	7	5.5407e-01	8.0134e-01	1.000000	3
UQCRB	4	5.5408e-01	8.0135e-01	1.000000	2
CLEC11A	12	5.5410e-01	8.0136e-01	1.000000	5
FAM231B	9	5.5421e-01	8.0144e-01	1.000000	4
ERC2	11	5.5422e-01	8.0144e-01	1.000000	3
LCN6	9	5.5422e-01	8.0144e-01	1.000000	2
AADACL4	11	5.5430e-01	8.0149e-01	1.000000	3
OAT	10	5.5438e-01	8.0154e-01	1.000000	3
SLCO1B1	10	5.5476e-01	8.0178e-01	1.000000	4
SMCO2	9	5.5495e-01	8.0192e-01	1.000000	3
CCZ1	6	5.5496e-01	8.0193e-01	1.000000	3
SKP1	10	5.5499e-01	8.0195e-01	1.000000	4
C4orf51	9	5.5501e-01	8.0196e-01	1.000000	3
TLE2	12	5.5506e-01	8.0198e-01	1.000000	3
RASSF5	6	5.5508e-01	8.0199e-01	1.000000	3
STRAP	3	5.5509e-01	8.0200e-01	1.000000	1
UBE2E1	7	5.5509e-01	8.0200e-01	1.000000	3
MCTP1	11	5.5515e-01	8.0204e-01	1.000000	5
TBPL2	6	5.5515e-01	8.0204e-01	1.000000	3
TEX33	10	5.5515e-01	8.0204e-01	1.000000	3
C17orf50	9	5.5540e-01	8.0221e-01	1.000000	4
UPK2	9	5.5556e-01	8.0230e-01	1.000000	2
ARHGEF17	8	5.5572e-01	8.0240e-01	1.000000	4
KIAA1109	11	5.5577e-01	8.0242e-01	1.000000	3
TBC1D10B	4	5.5582e-01	8.0245e-01	1.000000	2
KLK8	11	5.5592e-01	8.0251e-01	1.000000	4
AQP12B	9	5.5608e-01	8.0264e-01	1.000000	2
PRKCE	8	5.5623e-01	8.0272e-01	1.000000	3
HIST3H2A	8	5.5630e-01	8.0276e-01	1.000000	4
NPM2	10	5.5631e-01	8.0277e-01	1.000000	5
TGFBR2	9	5.5666e-01	8.0299e-01	1.000000	3
NFKBIB	9	5.5678e-01	8.0307e-01	1.000000	4
APAF1	10	5.5685e-01	8.0311e-01	1.000000	5
ARHGAP15	11	5.5692e-01	8.0317e-01	1.000000	4
RPS14	9	5.5700e-01	8.0323e-01	1.000000	4
ST8SIA4	11	5.5701e-01	8.0323e-01	1.000000	1
LDHB	7	5.5705e-01	8.0326e-01	1.000000	3
SERPINB9	10	5.5723e-01	8.0337e-01	1.000000	3
HOMER1	10	5.5728e-01	8.0340e-01	1.000000	4
ARMC1	11	5.5733e-01	8.0342e-01	1.000000	5
FAM114A1	11	5.5733e-01	8.0343e-01	1.000000	2
HOXB13	11	5.5746e-01	8.0350e-01	1.000000	5
GOLGA6L10	9	5.5748e-01	8.0351e-01	1.000000	2
ADAM30	10	5.5756e-01	8.0357e-01	1.000000	5
TSGA10	10	5.5764e-01	8.0362e-01	1.000000	4
ZNF704	12	5.5773e-01	8.0368e-01	1.000000	6
PLIN4	8	5.5776e-01	8.0369e-01	1.000000	3
PHLDA3	6	5.5780e-01	8.0372e-01	1.000000	2
SLC24A1	10	5.5783e-01	8.0374e-01	1.000000	4
PSD	10	5.5796e-01	8.0383e-01	1.000000	4
ARFGEF1	8	5.5801e-01	8.0386e-01	1.000000	3
RHOD	9	5.5802e-01	8.0386e-01	1.000000	3
negative236	7	5.5806e-01	8.0390e-01	1.000000	3
TICAM1	7	5.5806e-01	8.0390e-01	1.000000	2
EPSTI1	7	5.5832e-01	8.0406e-01	1.000000	2
NPS	12	5.5834e-01	8.0407e-01	1.000000	3
negative254	12	5.5837e-01	8.0409e-01	1.000000	5
C11orf58	9	5.5850e-01	8.0417e-01	1.000000	4
CIC	9	5.5868e-01	8.0428e-01	1.000000	4
SEC24D	6	5.5888e-01	8.0441e-01	1.000000	2
BCL6	10	5.5903e-01	8.0450e-01	1.000000	5
DNAAF2	7	5.5906e-01	8.0452e-01	1.000000	3
TRIM50	1	5.5906e-01	8.0452e-01	1.000000	0
GABRB2	7	5.5906e-01	8.0452e-01	1.000000	3
XG	11	5.5911e-01	8.0455e-01	1.000000	5
SIGLEC9	8	5.5923e-01	8.0463e-01	1.000000	3
ELMOD3	10	5.5927e-01	8.0466e-01	1.000000	5
ATP6AP2	8	5.5937e-01	8.0471e-01	1.000000	2
STK31	10	5.5949e-01	8.0478e-01	1.000000	4
DPPA4	11	5.5961e-01	8.0486e-01	1.000000	2
FIBIN	11	5.5963e-01	8.0487e-01	1.000000	4
ABHD16A	8	5.5965e-01	8.0489e-01	1.000000	2
TCF7	10	5.6000e-01	8.0509e-01	1.000000	4
GSG1L2	6	5.6016e-01	8.0519e-01	1.000000	3
MAP3K6	2	5.6047e-01	8.0539e-01	1.000000	1
SH3TC1	11	5.6052e-01	8.0543e-01	1.000000	4
SPATA6L	5	5.6055e-01	8.0544e-01	1.000000	1
OR2F1	6	5.6057e-01	8.0545e-01	1.000000	3
MAP3K9	10	5.6057e-01	8.0545e-01	1.000000	4
HMGXB3	9	5.6076e-01	8.0557e-01	1.000000	3
LPXN	7	5.6076e-01	8.0557e-01	1.000000	2
SERTAD2	9	5.6078e-01	8.0558e-01	1.000000	3
SH3KBP1	10	5.6095e-01	8.0569e-01	1.000000	4
MMRN2	11	5.6097e-01	8.0570e-01	1.000000	3
CDH5	6	5.6097e-01	8.0570e-01	1.000000	3
POU2F1	10	5.6124e-01	8.0586e-01	1.000000	2
ZP3	3	5.6129e-01	8.0589e-01	1.000000	1
ADCY9	9	5.6142e-01	8.0597e-01	1.000000	4
COQ10A	7	5.6163e-01	8.0609e-01	1.000000	3
TLR1	9	5.6168e-01	8.0613e-01	1.000000	2
BYSL	10	5.6206e-01	8.0637e-01	1.000000	1
ZNF503	11	5.6222e-01	8.0647e-01	1.000000	3
TMPRSS3	8	5.6223e-01	8.0647e-01	1.000000	1
C1orf21	9	5.6228e-01	8.0651e-01	1.000000	3
SHISA9	3	5.6234e-01	8.0654e-01	1.000000	1
CLEC3A	10	5.6238e-01	8.0656e-01	1.000000	3
SLC8A2	9	5.6249e-01	8.0663e-01	1.000000	1
QSER1	11	5.6251e-01	8.0664e-01	1.000000	3
POPDC2	7	5.6256e-01	8.0667e-01	1.000000	3
ACYP2	8	5.6256e-01	8.0667e-01	1.000000	2
NINJ2	8	5.6262e-01	8.0670e-01	1.000000	2
TAS2R43	10	5.6269e-01	8.0674e-01	1.000000	3
ASH1L	11	5.6280e-01	8.0680e-01	1.000000	2
ANKRD26	6	5.6310e-01	8.0698e-01	1.000000	3
GSC	10	5.6319e-01	8.0703e-01	1.000000	2
C16orf45	10	5.6324e-01	8.0705e-01	1.000000	3
CDKL5	8	5.6324e-01	8.0706e-01	1.000000	4
DVL1	3	5.6325e-01	8.0706e-01	1.000000	1
CARD17	8	5.6341e-01	8.0716e-01	1.000000	3
SMIM9	9	5.6341e-01	8.0716e-01	1.000000	3
GRHL3	9	5.6348e-01	8.0721e-01	1.000000	3
FSCB	10	5.6351e-01	8.0723e-01	1.000000	4
PLA2G2E	6	5.6356e-01	8.0726e-01	1.000000	2
MRPS33	6	5.6362e-01	8.0729e-01	1.000000	3
SLC38A9	11	5.6362e-01	8.0730e-01	1.000000	3
TMEM126A	6	5.6369e-01	8.0734e-01	1.000000	2
PKP1	9	5.6371e-01	8.0736e-01	1.000000	4
CCDC179	9	5.6383e-01	8.0743e-01	1.000000	3
AHNAK2	10	5.6388e-01	8.0746e-01	1.000000	4
XRRA1	11	5.6399e-01	8.0754e-01	1.000000	3
DEFB130	6	5.6402e-01	8.0754e-01	1.000000	2
SSX4B	6	5.6454e-01	8.0786e-01	1.000000	2
SLC41A2	11	5.6502e-01	8.0816e-01	1.000000	4
LRTM1	12	5.6505e-01	8.0818e-01	1.000000	4
IFNA2	10	5.6507e-01	8.0819e-01	1.000000	2
DLK2	6	5.6519e-01	8.0826e-01	1.000000	3
SMIM23	8	5.6521e-01	8.0828e-01	1.000000	3
negative106	10	5.6536e-01	8.0838e-01	1.000000	2
PKP4	5	5.6542e-01	8.0841e-01	1.000000	2
ABCC11	8	5.6549e-01	8.0847e-01	1.000000	3
PPIAL4E	8	5.6553e-01	8.0849e-01	1.000000	4
ZSWIM6	6	5.6564e-01	8.0855e-01	1.000000	3
COX14	10	5.6567e-01	8.0857e-01	1.000000	4
GHRL	11	5.6569e-01	8.0859e-01	1.000000	4
CRYL1	9	5.6581e-01	8.0866e-01	1.000000	4
C8orf33	11	5.6587e-01	8.0870e-01	1.000000	5
WDR19	6	5.6590e-01	8.0872e-01	1.000000	3
OVOL1	11	5.6595e-01	8.0875e-01	1.000000	2
SLC17A3	7	5.6601e-01	8.0878e-01	1.000000	3
BCL7C	9	5.6605e-01	8.0881e-01	1.000000	2
GRIA3	6	5.6606e-01	8.0881e-01	1.000000	2
SGSM2	1	5.6628e-01	8.0895e-01	1.000000	0
TXNDC2	11	5.6631e-01	8.0897e-01	1.000000	5
CDADC1	9	5.6659e-01	8.0914e-01	1.000000	4
PPP1R2	4	5.6670e-01	8.0921e-01	1.000000	2
MICALL1	8	5.6670e-01	8.0921e-01	1.000000	2
GAS8	12	5.6697e-01	8.0938e-01	1.000000	3
DUSP26	7	5.6716e-01	8.0950e-01	1.000000	3
TCTEX1D4	7	5.6716e-01	8.0950e-01	1.000000	3
LNP1	8	5.6719e-01	8.0952e-01	1.000000	2
MAP3K8	9	5.6730e-01	8.0960e-01	1.000000	3
CA7	11	5.6749e-01	8.0971e-01	1.000000	4
SFN	6	5.6750e-01	8.0972e-01	1.000000	1
TGFA	9	5.6768e-01	8.0983e-01	1.000000	4
GLIPR2	9	5.6777e-01	8.0988e-01	1.000000	4
ATP6V0D2	9	5.6796e-01	8.0999e-01	1.000000	3
CEACAM21	6	5.6796e-01	8.1000e-01	1.000000	2
CERCAM	9	5.6804e-01	8.1005e-01	1.000000	2
TSPAN7	11	5.6807e-01	8.1007e-01	1.000000	5
PKIB	11	5.6815e-01	8.1012e-01	1.000000	1
FSTL4	12	5.6820e-01	8.1016e-01	1.000000	2
BRS3	8	5.6825e-01	8.1019e-01	1.000000	2
MYF6	11	5.6834e-01	8.1025e-01	1.000000	2
NPIPA5	12	5.6845e-01	8.1031e-01	1.000000	3
MYCBPAP	5	5.6848e-01	8.1033e-01	1.000000	1
RHOV	6	5.6883e-01	8.1057e-01	1.000000	3
GJC1	7	5.6890e-01	8.1061e-01	1.000000	3
PLP2	8	5.6893e-01	8.1063e-01	1.000000	2
TOPORS	9	5.6896e-01	8.1065e-01	1.000000	4
GAK	8	5.6925e-01	8.1084e-01	1.000000	4
C1QL1	10	5.6930e-01	8.1088e-01	1.000000	5
COL28A1	9	5.6954e-01	8.1103e-01	1.000000	2
UGT2B7	12	5.6955e-01	8.1103e-01	1.000000	4
IARS	10	5.6969e-01	8.1112e-01	1.000000	4
ZMYND19	8	5.6971e-01	8.1113e-01	1.000000	3
LRRC34	10	5.6975e-01	8.1116e-01	1.000000	3
SLC12A4	4	5.6979e-01	8.1119e-01	1.000000	2
ZNF646	8	5.6987e-01	8.1124e-01	1.000000	3
CASP7	11	5.7012e-01	8.1140e-01	1.000000	3
AP5M1	8	5.7029e-01	8.1152e-01	1.000000	4
GNRH1	8	5.7035e-01	8.1156e-01	1.000000	3
ELMOD1	10	5.7050e-01	8.1166e-01	1.000000	3
MMP9	11	5.7053e-01	8.1168e-01	1.000000	3
DPH3P1	10	5.7059e-01	8.1171e-01	1.000000	4
PRKAR2A	9	5.7104e-01	8.1199e-01	1.000000	4
RBM10	10	5.7108e-01	8.1202e-01	1.000000	4
BCLAF1	5	5.7123e-01	8.1211e-01	1.000000	2
KRT23	11	5.7134e-01	8.1218e-01	1.000000	3
RESP18	7	5.7135e-01	8.1218e-01	1.000000	2
MRC2	10	5.7140e-01	8.1221e-01	1.000000	5
STXBP3	6	5.7151e-01	8.1227e-01	1.000000	3
KLK11	7	5.7165e-01	8.1237e-01	1.000000	3
DNALI1	7	5.7165e-01	8.1237e-01	1.000000	3
TBX5	6	5.7170e-01	8.1240e-01	1.000000	1
LTC4S	10	5.7177e-01	8.1245e-01	1.000000	4
CD300A	11	5.7180e-01	8.1247e-01	1.000000	4
IL17F	8	5.7192e-01	8.1255e-01	1.000000	2
PTK6	10	5.7196e-01	8.1257e-01	1.000000	5
GGN	10	5.7206e-01	8.1263e-01	1.000000	5
OR2W1	12	5.7209e-01	8.1265e-01	1.000000	6
FAM198B	6	5.7211e-01	8.1266e-01	1.000000	3
PAH	8	5.7223e-01	8.1274e-01	1.000000	2
CMTR1	9	5.7224e-01	8.1274e-01	1.000000	3
POLR2J3	9	5.7226e-01	8.1275e-01	1.000000	1
PRIMPOL	12	5.7250e-01	8.1289e-01	1.000000	5
DRP2	5	5.7256e-01	8.1294e-01	1.000000	2
PTCHD1	9	5.7258e-01	8.1295e-01	1.000000	4
MFAP4	11	5.7258e-01	8.1295e-01	1.000000	4
GIMAP6	6	5.7261e-01	8.1297e-01	1.000000	2
TBC1D3B	2	5.7272e-01	8.1304e-01	1.000000	1
MMP14	8	5.7273e-01	8.1305e-01	1.000000	3
E2F2	9	5.7283e-01	8.1311e-01	1.000000	4
PCDH12	11	5.7285e-01	8.1312e-01	1.000000	5
ALDOB	8	5.7305e-01	8.1323e-01	1.000000	4
ID1	6	5.7310e-01	8.1326e-01	1.000000	3
TMEM202	10	5.7316e-01	8.1329e-01	1.000000	3
OR2AT4	12	5.7318e-01	8.1331e-01	1.000000	3
SQRDL	9	5.7323e-01	8.1335e-01	1.000000	4
SLC5A8	8	5.7327e-01	8.1337e-01	1.000000	4
ARHGEF7	9	5.7346e-01	8.1348e-01	1.000000	1
CPA3	10	5.7349e-01	8.1350e-01	1.000000	2
ADM5	11	5.7361e-01	8.1356e-01	1.000000	3
ALX3	9	5.7369e-01	8.1362e-01	1.000000	4
SHC1	10	5.7371e-01	8.1363e-01	1.000000	3
JAKMIP3	11	5.7375e-01	8.1365e-01	1.000000	4
PFN4	11	5.7379e-01	8.1369e-01	1.000000	4
MED13	8	5.7390e-01	8.1376e-01	1.000000	3
NEUROD6	9	5.7398e-01	8.1381e-01	1.000000	3
ZNF419	4	5.7399e-01	8.1381e-01	1.000000	1
SYK	6	5.7410e-01	8.1389e-01	1.000000	3
PLA2G3	4	5.7411e-01	8.1390e-01	1.000000	2
KIF1B	11	5.7418e-01	8.1393e-01	1.000000	3
MAL2	3	5.7419e-01	8.1394e-01	1.000000	1
SRA1	8	5.7420e-01	8.1395e-01	1.000000	4
NEIL3	9	5.7420e-01	8.1396e-01	1.000000	2
ATP7A	12	5.7424e-01	8.1398e-01	1.000000	4
FBXL20	8	5.7434e-01	8.1404e-01	1.000000	4
HOOK2	6	5.7449e-01	8.1413e-01	1.000000	3
AADACL2	10	5.7477e-01	8.1429e-01	1.000000	5
NFE2	7	5.7491e-01	8.1438e-01	1.000000	3
OR1B1	10	5.7493e-01	8.1440e-01	1.000000	3
