group_id	items_in_group	lo_value	p	FDR	goodsgrna
USP15	7	7.1719e-01	8.4643e-01	1.000000	2
ZNF394	10	7.1750e-01	8.4662e-01	1.000000	3
ATP6AP2	8	7.1751e-01	8.4662e-01	1.000000	1
LAMC1	9	7.1758e-01	8.4665e-01	1.000000	2
ZNF316	10	7.1758e-01	8.4665e-01	1.000000	2
C14orf132	9	7.1767e-01	8.4670e-01	1.000000	2
MED10	3	7.1767e-01	8.4670e-01	1.000000	1
SNX20	12	7.1776e-01	8.4675e-01	1.000000	3
C10orf113	10	7.1796e-01	8.4685e-01	1.000000	1
DUS4L	7	7.1844e-01	8.4709e-01	1.000000	1
OTOS	7	7.1845e-01	8.4710e-01	1.000000	2
OTOGL	10	7.1853e-01	8.4714e-01	1.000000	2
SLC5A10	10	7.1869e-01	8.4722e-01	1.000000	3
DAD1	7	7.1879e-01	8.4728e-01	1.000000	2
GSTM4	7	7.1890e-01	8.4733e-01	1.000000	1
NUDT1	10	7.1890e-01	8.4733e-01	1.000000	2
ORC3	11	7.1903e-01	8.4740e-01	1.000000	2
CCDC176	9	7.1910e-01	8.4744e-01	1.000000	1
SLFN13	9	7.1912e-01	8.4745e-01	1.000000	1
REXO2	11	7.1915e-01	8.4746e-01	1.000000	3
FSTL1	9	7.1928e-01	8.4754e-01	1.000000	2
ARHGAP35	10	7.1944e-01	8.4762e-01	1.000000	2
MRPL3	10	7.1956e-01	8.4768e-01	1.000000	3
FANCI	11	7.1970e-01	8.4776e-01	1.000000	1
CTSD	8	7.1994e-01	8.4789e-01	1.000000	1
ARRDC4	5	7.1995e-01	8.4790e-01	1.000000	1
WDR55	9	7.2002e-01	8.4793e-01	1.000000	2
GM2A	3	7.2018e-01	8.4801e-01	1.000000	1
DOCK1	4	7.2032e-01	8.4808e-01	1.000000	1
NDUFB1	8	7.2062e-01	8.4823e-01	1.000000	2
SDCCAG3	7	7.2077e-01	8.4830e-01	1.000000	1
TRIM29	5	7.2087e-01	8.4836e-01	1.000000	1
BCAS4	6	7.2088e-01	8.4837e-01	1.000000	1
COQ5	11	7.2099e-01	8.4843e-01	1.000000	3
CFAP74	6	7.2099e-01	8.4843e-01	1.000000	1
NGRN	7	7.2103e-01	8.4846e-01	1.000000	2
P2RY6	9	7.2103e-01	8.4846e-01	1.000000	2
RAB36	4	7.2104e-01	8.4846e-01	1.000000	1
CCDC175	10	7.2109e-01	8.4849e-01	1.000000	3
PRR21	8	7.2109e-01	8.4849e-01	1.000000	2
S100Z	9	7.2112e-01	8.4850e-01	1.000000	2
AURKC	10	7.2113e-01	8.4851e-01	1.000000	2
BTBD8	11	7.2114e-01	8.4852e-01	1.000000	2
PADI4	11	7.2116e-01	8.4853e-01	1.000000	3
RPS11	10	7.2133e-01	8.4861e-01	1.000000	2
THOC6	10	7.2141e-01	8.4865e-01	1.000000	3
LIN28A	7	7.2183e-01	8.4886e-01	1.000000	1
GPD1L	10	7.2208e-01	8.4900e-01	1.000000	2
FMO3	8	7.2232e-01	8.4914e-01	1.000000	1
AP5B1	9	7.2243e-01	8.4920e-01	1.000000	1
GHSR	7	7.2255e-01	8.4926e-01	1.000000	2
LCE3A	10	7.2259e-01	8.4928e-01	1.000000	3
CEACAM19	7	7.2261e-01	8.4929e-01	1.000000	1
PRSS57	6	7.2274e-01	8.4936e-01	1.000000	1
ARMC8	10	7.2280e-01	8.4939e-01	1.000000	2
EMG1	10	7.2284e-01	8.4941e-01	1.000000	1
CCDC43	6	7.2290e-01	8.4944e-01	1.000000	1
APOC3	10	7.2294e-01	8.4945e-01	1.000000	3
ZNF556	8	7.2322e-01	8.4960e-01	1.000000	2
SCUBE3	7	7.2339e-01	8.4967e-01	1.000000	2
TIMM10	9	7.2347e-01	8.4972e-01	1.000000	1
TGFBI	9	7.2354e-01	8.4975e-01	1.000000	1
GGT6	6	7.2359e-01	8.4978e-01	1.000000	1
APCS	11	7.2359e-01	8.4978e-01	1.000000	3
MAGOH	12	7.2362e-01	8.4980e-01	1.000000	3
CES3	7	7.2376e-01	8.4987e-01	1.000000	2
SLC5A9	11	7.2388e-01	8.4993e-01	1.000000	3
WWTR1	4	7.2406e-01	8.5003e-01	1.000000	1
AMZ1	9	7.2422e-01	8.5011e-01	1.000000	2
HTRA3	8	7.2466e-01	8.5036e-01	1.000000	1
UNC119B	7	7.2486e-01	8.5047e-01	1.000000	2
PCBP1	7	7.2499e-01	8.5053e-01	1.000000	2
C6orf89	10	7.2512e-01	8.5060e-01	1.000000	2
CA10	10	7.2516e-01	8.5062e-01	1.000000	2
ACAD8	7	7.2528e-01	8.5068e-01	1.000000	2
C19orf57	9	7.2555e-01	8.5082e-01	1.000000	2
PPIL2	5	7.2556e-01	8.5083e-01	1.000000	1
MAP3K6	2	7.2562e-01	8.5085e-01	1.000000	0
NFU1	9	7.2563e-01	8.5086e-01	1.000000	1
HGH1	8	7.2572e-01	8.5091e-01	1.000000	2
PRH2	1	7.2587e-01	8.5100e-01	1.000000	0
CST1	7	7.2591e-01	8.5101e-01	1.000000	1
PCDHGB2	8	7.2604e-01	8.5107e-01	1.000000	2
STRAP	3	7.2617e-01	8.5113e-01	1.000000	1
CCNB1	10	7.2636e-01	8.5124e-01	1.000000	3
NKX3-2	7	7.2642e-01	8.5128e-01	1.000000	1
SYNGR1	10	7.2645e-01	8.5130e-01	1.000000	2
C2orf70	9	7.2646e-01	8.5130e-01	1.000000	2
ZC3HAV1	10	7.2655e-01	8.5135e-01	1.000000	2
POP7	9	7.2657e-01	8.5136e-01	1.000000	1
HOXB8	10	7.2658e-01	8.5136e-01	1.000000	2
PATL1	7	7.2675e-01	8.5146e-01	1.000000	1
BHMT	9	7.2710e-01	8.5163e-01	1.000000	2
RBM48	4	7.2719e-01	8.5167e-01	1.000000	1
SLC35E2B	4	7.2734e-01	8.5175e-01	1.000000	1
FAM64A	6	7.2750e-01	8.5183e-01	1.000000	1
PTRHD1	10	7.2764e-01	8.5190e-01	1.000000	1
PPP1R16B	10	7.2777e-01	8.5196e-01	1.000000	1
FAM72D	11	7.2779e-01	8.5196e-01	1.000000	3
PRR34	4	7.2779e-01	8.5196e-01	1.000000	1
CKAP2L	7	7.2785e-01	8.5199e-01	1.000000	1
SLC47A1	11	7.2788e-01	8.5201e-01	1.000000	3
HOXC4	5	7.2794e-01	8.5205e-01	1.000000	1
JMJD4	5	7.2808e-01	8.5211e-01	1.000000	1
SYCE3	10	7.2812e-01	8.5213e-01	1.000000	3
TEX19	11	7.2817e-01	8.5216e-01	1.000000	3
DND1	9	7.2826e-01	8.5220e-01	1.000000	2
AGTR1	8	7.2828e-01	8.5221e-01	1.000000	2
CMTM8	9	7.2830e-01	8.5221e-01	1.000000	2
VAX1	10	7.2832e-01	8.5223e-01	1.000000	2
TMC6	9	7.2855e-01	8.5234e-01	1.000000	1
ZCCHC24	10	7.2862e-01	8.5238e-01	1.000000	2
GAA	8	7.2871e-01	8.5243e-01	1.000000	2
HOXB6	7	7.2889e-01	8.5251e-01	1.000000	1
ST3GAL2	8	7.2889e-01	8.5252e-01	1.000000	1
GAL3ST4	5	7.2946e-01	8.5284e-01	1.000000	1
KCNIP1	10	7.2952e-01	8.5287e-01	1.000000	3
PRKAA2	7	7.2953e-01	8.5288e-01	1.000000	2
BCAS2	9	7.2970e-01	8.5296e-01	1.000000	1
GALNT15	10	7.2980e-01	8.5301e-01	1.000000	2
PRMT5	9	7.2985e-01	8.5304e-01	1.000000	2
PRIM1	7	7.2991e-01	8.5307e-01	1.000000	2
FN1	5	7.3039e-01	8.5334e-01	1.000000	1
CPNE2	10	7.3043e-01	8.5337e-01	1.000000	2
SHCBP1L	8	7.3054e-01	8.5341e-01	1.000000	2
ZDHHC6	9	7.3093e-01	8.5361e-01	1.000000	2
MICAL2	7	7.3098e-01	8.5363e-01	1.000000	2
C7orf34	8	7.3108e-01	8.5369e-01	1.000000	2
SLC18A2	9	7.3121e-01	8.5376e-01	1.000000	2
ARAF	5	7.3138e-01	8.5385e-01	1.000000	1
TXK	11	7.3157e-01	8.5395e-01	1.000000	3
KCTD21	9	7.3157e-01	8.5395e-01	1.000000	2
KCNB2	11	7.3170e-01	8.5401e-01	1.000000	1
RSAD2	10	7.3171e-01	8.5402e-01	1.000000	3
KRTAP27-1	7	7.3192e-01	8.5413e-01	1.000000	2
NHLRC2	8	7.3194e-01	8.5414e-01	1.000000	2
KIF3A	4	7.3204e-01	8.5419e-01	1.000000	1
RRAGC	8	7.3211e-01	8.5422e-01	1.000000	2
TAF4	7	7.3216e-01	8.5425e-01	1.000000	2
SEPT12	4	7.3217e-01	8.5425e-01	1.000000	1
DLX3	8	7.3220e-01	8.5428e-01	1.000000	1
SATL1	11	7.3221e-01	8.5428e-01	1.000000	3
TMEFF1	8	7.3230e-01	8.5433e-01	1.000000	2
MALT1	5	7.3238e-01	8.5437e-01	1.000000	1
NUDT15	1	7.3246e-01	8.5440e-01	1.000000	0
GPX7	10	7.3334e-01	8.5485e-01	1.000000	2
DHODH	10	7.3371e-01	8.5507e-01	1.000000	3
ZNF474	10	7.3378e-01	8.5511e-01	1.000000	3
C1orf233	10	7.3383e-01	8.5513e-01	1.000000	2
TPSG1	11	7.3394e-01	8.5519e-01	1.000000	3
TMEM62	11	7.3419e-01	8.5532e-01	1.000000	2
PBX2	10	7.3437e-01	8.5542e-01	1.000000	3
TMPRSS11A	9	7.3454e-01	8.5552e-01	1.000000	2
C18orf21	7	7.3482e-01	8.5566e-01	1.000000	2
HAUS6	3	7.3488e-01	8.5570e-01	1.000000	0
KLK4	10	7.3494e-01	8.5573e-01	1.000000	1
ZNF610	7	7.3520e-01	8.5587e-01	1.000000	2
ERBB2IP	7	7.3532e-01	8.5594e-01	1.000000	1
OPN1MW	8	7.3540e-01	8.5598e-01	1.000000	1
P2RY8	10	7.3545e-01	8.5601e-01	1.000000	2
C3	9	7.3545e-01	8.5601e-01	1.000000	1
ZNRF1	6	7.3556e-01	8.5606e-01	1.000000	1
SOCS2	10	7.3558e-01	8.5608e-01	1.000000	3
OLFML2A	8	7.3567e-01	8.5613e-01	1.000000	1
C19orf35	8	7.3568e-01	8.5614e-01	1.000000	2
RBPMS	8	7.3571e-01	8.5615e-01	1.000000	1
MDK	8	7.3577e-01	8.5618e-01	1.000000	1
PJA2	11	7.3578e-01	8.5619e-01	1.000000	3
SMARCAL1	7	7.3588e-01	8.5625e-01	1.000000	2
SMC1B	8	7.3606e-01	8.5635e-01	1.000000	2
SP4	7	7.3625e-01	8.5644e-01	1.000000	2
BIN1	7	7.3640e-01	8.5651e-01	1.000000	2
AHCYL1	8	7.3677e-01	8.5670e-01	1.000000	2
TRHDE	9	7.3683e-01	8.5673e-01	1.000000	1
MRPS16	10	7.3691e-01	8.5677e-01	1.000000	1
RABIF	10	7.3698e-01	8.5681e-01	1.000000	1
FLT4	10	7.3713e-01	8.5690e-01	1.000000	3
TM2D1	7	7.3726e-01	8.5697e-01	1.000000	2
ZNF696	11	7.3755e-01	8.5713e-01	1.000000	1
CLNK	7	7.3765e-01	8.5718e-01	1.000000	2
CSPG4	9	7.3791e-01	8.5732e-01	1.000000	2
FAM205C	9	7.3821e-01	8.5749e-01	1.000000	2
MAPKBP1	5	7.3829e-01	8.5753e-01	1.000000	1
TMEM221	9	7.3859e-01	8.5769e-01	1.000000	2
CASD1	10	7.3866e-01	8.5773e-01	1.000000	2
PPP1R9A	6	7.3874e-01	8.5777e-01	1.000000	1
RASA3	7	7.3886e-01	8.5784e-01	1.000000	1
LBHD1	11	7.3887e-01	8.5784e-01	1.000000	3
FRRS1	9	7.3896e-01	8.5789e-01	1.000000	2
TROVE2	7	7.3897e-01	8.5789e-01	1.000000	2
PODNL1	1	7.3906e-01	8.5794e-01	1.000000	0
RAB4B	10	7.3921e-01	8.5801e-01	1.000000	3
PET117	7	7.3930e-01	8.5807e-01	1.000000	1
PCDH20	8	7.3974e-01	8.5829e-01	1.000000	2
HIST1H4A	10	7.3979e-01	8.5832e-01	1.000000	2
PLXNC1	8	7.3995e-01	8.5839e-01	1.000000	2
C11orf31	10	7.4028e-01	8.5856e-01	1.000000	1
RRS1	9	7.4029e-01	8.5857e-01	1.000000	2
TCFL5	11	7.4029e-01	8.5857e-01	1.000000	3
GPR61	6	7.4031e-01	8.5858e-01	1.000000	1
PPA2	2	7.4046e-01	8.5866e-01	1.000000	0
FRG1	8	7.4048e-01	8.5867e-01	1.000000	2
negative284	10	7.4050e-01	8.5868e-01	1.000000	1
CD2BP2	9	7.4075e-01	8.5880e-01	1.000000	2
ADAMTS14	9	7.4075e-01	8.5881e-01	1.000000	1
PPP1R3E	11	7.4085e-01	8.5886e-01	1.000000	3
ZNF536	11	7.4112e-01	8.5901e-01	1.000000	2
ALG12	11	7.4127e-01	8.5910e-01	1.000000	3
HMHB1	8	7.4128e-01	8.5910e-01	1.000000	2
UCMA	7	7.4135e-01	8.5914e-01	1.000000	2
TRIM58	6	7.4158e-01	8.5927e-01	1.000000	1
ZYG11B	7	7.4183e-01	8.5941e-01	1.000000	2
SBDS	8	7.4189e-01	8.5945e-01	1.000000	2
CYP4F2	6	7.4193e-01	8.5947e-01	1.000000	1
STMN2	10	7.4230e-01	8.5965e-01	1.000000	1
ZDHHC2	7	7.4244e-01	8.5974e-01	1.000000	2
MYEOV2	8	7.4252e-01	8.5979e-01	1.000000	1
YARS	7	7.4280e-01	8.5993e-01	1.000000	2
RAB6B	9	7.4283e-01	8.5995e-01	1.000000	2
DCD	8	7.4293e-01	8.5999e-01	1.000000	2
COPS7A	7	7.4314e-01	8.6011e-01	1.000000	1
CLDN9	11	7.4316e-01	8.6012e-01	1.000000	3
YTHDC1	6	7.4318e-01	8.6013e-01	1.000000	1
SPRYD4	11	7.4323e-01	8.6016e-01	1.000000	3
DERL2	6	7.4325e-01	8.6016e-01	1.000000	1
SPATA5L1	11	7.4329e-01	8.6019e-01	1.000000	3
RBSN	5	7.4332e-01	8.6020e-01	1.000000	1
NCAM1	10	7.4335e-01	8.6022e-01	1.000000	3
TMEM55B	7	7.4353e-01	8.6031e-01	1.000000	2
CYHR1	11	7.4365e-01	8.6038e-01	1.000000	2
RNASE13	9	7.4369e-01	8.6040e-01	1.000000	2
CAND1	8	7.4373e-01	8.6042e-01	1.000000	1
TTLL3	11	7.4381e-01	8.6045e-01	1.000000	3
CDCA5	12	7.4391e-01	8.6049e-01	1.000000	3
MYOG	9	7.4414e-01	8.6063e-01	1.000000	2
NBPF1	3	7.4421e-01	8.6066e-01	1.000000	0
ADCY2	10	7.4439e-01	8.6076e-01	1.000000	3
MSH3	8	7.4457e-01	8.6085e-01	1.000000	2
ZNF425	7	7.4483e-01	8.6099e-01	1.000000	1
CYSLTR2	12	7.4489e-01	8.6101e-01	1.000000	2
TMEM208	11	7.4502e-01	8.6108e-01	1.000000	2
WDR31	12	7.4524e-01	8.6119e-01	1.000000	2
VAPA	7	7.4530e-01	8.6122e-01	1.000000	2
VPS18	7	7.4535e-01	8.6125e-01	1.000000	2
AGGF1	7	7.4536e-01	8.6125e-01	1.000000	1
SERPINB6	10	7.4564e-01	8.6140e-01	1.000000	2
GABRA1	7	7.4565e-01	8.6141e-01	1.000000	1
MAGI2	8	7.4571e-01	8.6145e-01	1.000000	2
MAPK13	10	7.4573e-01	8.6146e-01	1.000000	3
IGFBP1	6	7.4584e-01	8.6151e-01	1.000000	1
RBMXL2	8	7.4590e-01	8.6154e-01	1.000000	2
BAZ2B	5	7.4592e-01	8.6154e-01	1.000000	1
ACTL7A	8	7.4600e-01	8.6159e-01	1.000000	2
NPAS2	10	7.4618e-01	8.6168e-01	1.000000	3
ARHGEF1	9	7.4628e-01	8.6173e-01	1.000000	2
SETD5	10	7.4649e-01	8.6184e-01	1.000000	3
RIPPLY3	9	7.4658e-01	8.6188e-01	1.000000	2
SPTAN1	6	7.4661e-01	8.6190e-01	1.000000	1
ENPP7	9	7.4667e-01	8.6194e-01	1.000000	2
C1orf95	5	7.4673e-01	8.6197e-01	1.000000	1
RNF213	10	7.4675e-01	8.6198e-01	1.000000	3
CLP1	8	7.4692e-01	8.6208e-01	1.000000	2
BRE	9	7.4698e-01	8.6211e-01	1.000000	2
SCN3B	6	7.4700e-01	8.6212e-01	1.000000	1
ALG1L	10	7.4703e-01	8.6214e-01	1.000000	3
RFX7	8	7.4742e-01	8.6235e-01	1.000000	2
NHEJ1	9	7.4748e-01	8.6238e-01	1.000000	1
DMP1	12	7.4750e-01	8.6239e-01	1.000000	3
CNGA2	6	7.4770e-01	8.6251e-01	1.000000	1
PFDN1	11	7.4779e-01	8.6255e-01	1.000000	3
ERCC5	7	7.4794e-01	8.6262e-01	1.000000	1
TMEM132D	10	7.4796e-01	8.6263e-01	1.000000	1
SFT2D3	9	7.4807e-01	8.6269e-01	1.000000	2
RNASEH1	6	7.4818e-01	8.6274e-01	1.000000	1
ITGA8	5	7.4842e-01	8.6285e-01	1.000000	1
ANKLE1	9	7.4856e-01	8.6292e-01	1.000000	1
NKAIN3	8	7.4867e-01	8.6298e-01	1.000000	2
ADGRL1	7	7.4868e-01	8.6298e-01	1.000000	1
WDR18	6	7.4871e-01	8.6300e-01	1.000000	1
SIK1	6	7.4871e-01	8.6300e-01	1.000000	1
EFTUD2	11	7.4884e-01	8.6307e-01	1.000000	2
RNF103	9	7.4900e-01	8.6315e-01	1.000000	2
FGF6	9	7.4907e-01	8.6318e-01	1.000000	2
DCLK1	10	7.4935e-01	8.6331e-01	1.000000	2
NDUFS4	7	7.4947e-01	8.6337e-01	1.000000	2
TLR9	9	7.4952e-01	8.6339e-01	1.000000	2
NCBP2	8	7.4962e-01	8.6345e-01	1.000000	1
NCOR2	8	7.4969e-01	8.6348e-01	1.000000	2
ELMO2	7	7.4975e-01	8.6351e-01	1.000000	1
SEC24C	8	7.4977e-01	8.6352e-01	1.000000	2
TCP1	9	7.4988e-01	8.6357e-01	1.000000	1
CCDC153	7	7.4990e-01	8.6358e-01	1.000000	2
HIST1H2BE	8	7.4999e-01	8.6363e-01	1.000000	2
HRC	12	7.5010e-01	8.6369e-01	1.000000	1
NT5C	8	7.5020e-01	8.6374e-01	1.000000	2
TIGD3	8	7.5023e-01	8.6375e-01	1.000000	2
TSPYL5	7	7.5033e-01	8.6380e-01	1.000000	1
MKL2	9	7.5048e-01	8.6386e-01	1.000000	2
ABCC1	1	7.5056e-01	8.6389e-01	1.000000	0
ZNF444	7	7.5064e-01	8.6393e-01	1.000000	1
NAPA	10	7.5075e-01	8.6398e-01	1.000000	1
EGR1	9	7.5075e-01	8.6398e-01	1.000000	1
JAZF1	7	7.5104e-01	8.6412e-01	1.000000	2
BTN1A1	7	7.5105e-01	8.6413e-01	1.000000	2
TAF2	8	7.5133e-01	8.6426e-01	1.000000	2
CHD8	11	7.5142e-01	8.6431e-01	1.000000	3
LAMTOR1	5	7.5143e-01	8.6432e-01	1.000000	1
HAUS7	7	7.5150e-01	8.6436e-01	1.000000	2
KRT26	11	7.5161e-01	8.6441e-01	1.000000	3
SOX12	9	7.5176e-01	8.6449e-01	1.000000	2
INAFM2	3	7.5184e-01	8.6452e-01	1.000000	0
VASH1	9	7.5184e-01	8.6452e-01	1.000000	2
ASTN1	5	7.5188e-01	8.6454e-01	1.000000	1
LRRC75A	1	7.5194e-01	8.6457e-01	1.000000	0
ZDHHC8	5	7.5213e-01	8.6466e-01	1.000000	1
CCDC83	10	7.5220e-01	8.6469e-01	1.000000	2
FAM47A	4	7.5228e-01	8.6473e-01	1.000000	1
BTG3	8	7.5245e-01	8.6480e-01	1.000000	1
FAM43A	6	7.5253e-01	8.6484e-01	1.000000	1
FANCC	10	7.5267e-01	8.6491e-01	1.000000	2
FAM198A	8	7.5282e-01	8.6498e-01	1.000000	2
NDNL2	9	7.5297e-01	8.6505e-01	1.000000	1
GTF2B	10	7.5298e-01	8.6506e-01	1.000000	1
COMP	7	7.5300e-01	8.6506e-01	1.000000	2
EPPIN-WFDC6	12	7.5309e-01	8.6512e-01	1.000000	3
PPP1R13B	11	7.5312e-01	8.6513e-01	1.000000	2
UBAP1L	11	7.5318e-01	8.6515e-01	1.000000	3
TMEM52	7	7.5322e-01	8.6517e-01	1.000000	1
OR56B4	10	7.5332e-01	8.6522e-01	1.000000	2
LMAN2	8	7.5345e-01	8.6529e-01	1.000000	2
FBXL14	9	7.5355e-01	8.6534e-01	1.000000	2
TMEM163	11	7.5398e-01	8.6555e-01	1.000000	2
CDA	8	7.5400e-01	8.6556e-01	1.000000	2
EXTL1	9	7.5419e-01	8.6565e-01	1.000000	2
ZNF736	10	7.5441e-01	8.6575e-01	1.000000	2
CKS1B	11	7.5444e-01	8.6576e-01	1.000000	3
JAG1	7	7.5447e-01	8.6577e-01	1.000000	1
CDK8	8	7.5507e-01	8.6606e-01	1.000000	2
CLEC10A	6	7.5508e-01	8.6607e-01	1.000000	1
TGFBR1	7	7.5508e-01	8.6607e-01	1.000000	2
SLC35F2	8	7.5529e-01	8.6617e-01	1.000000	2
MYO10	9	7.5541e-01	8.6623e-01	1.000000	1
TMEM127	2	7.5559e-01	8.6633e-01	1.000000	0
SNX15	8	7.5565e-01	8.6636e-01	1.000000	1
ZNF852	6	7.5571e-01	8.6639e-01	1.000000	1
BEX2	2	7.5575e-01	8.6641e-01	1.000000	0
SCUBE1	4	7.5576e-01	8.6642e-01	1.000000	1
C5orf42	9	7.5609e-01	8.6658e-01	1.000000	2
RPS27	10	7.5634e-01	8.6671e-01	1.000000	2
ADAMTS1	11	7.5647e-01	8.6677e-01	1.000000	3
GK	9	7.5656e-01	8.6682e-01	1.000000	2
OR10G9	8	7.5669e-01	8.6689e-01	1.000000	2
ADAMTS3	8	7.5684e-01	8.6696e-01	1.000000	2
HIC1	8	7.5691e-01	8.6700e-01	1.000000	2
ZMYND15	8	7.5703e-01	8.6706e-01	1.000000	1
C7orf26	9	7.5703e-01	8.6706e-01	1.000000	2
KRR1	5	7.5707e-01	8.6708e-01	1.000000	1
KCNK15	7	7.5725e-01	8.6717e-01	1.000000	2
PRRC2B	8	7.5727e-01	8.6718e-01	1.000000	1
TMEM41B	7	7.5734e-01	8.6721e-01	1.000000	1
SOX18	4	7.5737e-01	8.6722e-01	1.000000	1
TRMT2B	8	7.5774e-01	8.6740e-01	1.000000	2
HIST1H2AI	10	7.5787e-01	8.6746e-01	1.000000	2
LCN8	11	7.5807e-01	8.6755e-01	1.000000	3
SMIM15	7	7.5815e-01	8.6758e-01	1.000000	1
SEMA4A	11	7.5823e-01	8.6763e-01	1.000000	2
ADAM12	6	7.5833e-01	8.6768e-01	1.000000	1
SPATA3	7	7.5851e-01	8.6777e-01	1.000000	1
ASPSCR1	7	7.5851e-01	8.6777e-01	1.000000	2
AQR	8	7.5866e-01	8.6785e-01	1.000000	2
TRAPPC3L	11	7.5873e-01	8.6789e-01	1.000000	3
CHRNE	9	7.5884e-01	8.6794e-01	1.000000	2
ZNHIT2	8	7.5901e-01	8.6802e-01	1.000000	2
MAP7D2	8	7.5913e-01	8.6807e-01	1.000000	1
C21orf58	9	7.5923e-01	8.6813e-01	1.000000	2
ENTPD6	6	7.5929e-01	8.6816e-01	1.000000	1
HNRNPA0	8	7.5932e-01	8.6817e-01	1.000000	2
SLC30A3	11	7.5933e-01	8.6818e-01	1.000000	3
RTL1	4	7.5944e-01	8.6823e-01	1.000000	1
C16orf93	9	7.5947e-01	8.6823e-01	1.000000	1
TRAK2	8	7.5948e-01	8.6824e-01	1.000000	2
CPLX2	8	7.5976e-01	8.6838e-01	1.000000	1
GALNT16	4	7.5979e-01	8.6839e-01	1.000000	1
MOB1B	6	7.5983e-01	8.6842e-01	1.000000	1
STRN	8	7.5994e-01	8.6847e-01	1.000000	1
PLGLB2	9	7.5997e-01	8.6850e-01	1.000000	2
SLC7A11	11	7.5998e-01	8.6850e-01	1.000000	2
SLC25A19	7	7.6002e-01	8.6852e-01	1.000000	2
FBXW4	4	7.6025e-01	8.6864e-01	1.000000	1
PRR15L	9	7.6031e-01	8.6866e-01	1.000000	2
FBRS	4	7.6040e-01	8.6869e-01	1.000000	1
ITPRIPL2	4	7.6097e-01	8.6897e-01	1.000000	1
HOXA1	7	7.6108e-01	8.6902e-01	1.000000	1
QRICH2	8	7.6114e-01	8.6906e-01	1.000000	1
RPL10L	6	7.6129e-01	8.6914e-01	1.000000	1
PROS1	5	7.6139e-01	8.6919e-01	1.000000	1
SLC35F6	7	7.6144e-01	8.6922e-01	1.000000	2
SLC22A5	7	7.6150e-01	8.6924e-01	1.000000	1
ATXN2	8	7.6176e-01	8.6939e-01	1.000000	1
MAPK9	9	7.6181e-01	8.6941e-01	1.000000	2
LRRC4B	7	7.6196e-01	8.6947e-01	1.000000	1
POMGNT2	7	7.6214e-01	8.6956e-01	1.000000	2
RGL2	9	7.6249e-01	8.6974e-01	1.000000	1
FAM126A	8	7.6253e-01	8.6977e-01	1.000000	2
BCL2A1	4	7.6273e-01	8.6987e-01	1.000000	1
SYN1	2	7.6276e-01	8.6989e-01	1.000000	0
PRKAB2	6	7.6277e-01	8.6989e-01	1.000000	1
PRAMEF15	11	7.6284e-01	8.6993e-01	1.000000	2
PNPO	6	7.6284e-01	8.6993e-01	1.000000	1
GRIN2C	7	7.6302e-01	8.7001e-01	1.000000	1
MED18	9	7.6309e-01	8.7004e-01	1.000000	1
ZNF812	9	7.6313e-01	8.7006e-01	1.000000	2
GAGE2B	2	7.6345e-01	8.7022e-01	1.000000	0
OR2T27	10	7.6349e-01	8.7024e-01	1.000000	2
SAP130	10	7.6375e-01	8.7038e-01	1.000000	2
ADRA2C	8	7.6385e-01	8.7042e-01	1.000000	1
CASQ2	7	7.6402e-01	8.7050e-01	1.000000	1
CCDC62	7	7.6415e-01	8.7056e-01	1.000000	1
ATR	11	7.6441e-01	8.7070e-01	1.000000	3
PRR5	7	7.6453e-01	8.7076e-01	1.000000	1
MRPS15	10	7.6454e-01	8.7077e-01	1.000000	1
CLEC5A	9	7.6464e-01	8.7082e-01	1.000000	2
TUBB8	9	7.6468e-01	8.7084e-01	1.000000	2
WDR46	8	7.6489e-01	8.7095e-01	1.000000	2
ZP2	2	7.6497e-01	8.7099e-01	1.000000	0
WDFY2	8	7.6505e-01	8.7103e-01	1.000000	2
GPR151	7	7.6508e-01	8.7104e-01	1.000000	1
POGLUT1	9	7.6511e-01	8.7106e-01	1.000000	2
JOSD1	11	7.6526e-01	8.7113e-01	1.000000	3
ITGA9	2	7.6546e-01	8.7124e-01	1.000000	0
LYPD3	10	7.6549e-01	8.7125e-01	1.000000	2
FTL	8	7.6549e-01	8.7126e-01	1.000000	2
RFESD	8	7.6551e-01	8.7127e-01	1.000000	2
SULF1	8	7.6555e-01	8.7128e-01	1.000000	2
SEPT7	7	7.6556e-01	8.7129e-01	1.000000	1
GPRIN3	8	7.6574e-01	8.7138e-01	1.000000	2
DCXR	10	7.6580e-01	8.7140e-01	1.000000	2
DSC2	11	7.6611e-01	8.7156e-01	1.000000	3
TUBA3C	8	7.6622e-01	8.7161e-01	1.000000	2
IGFN1	8	7.6629e-01	8.7163e-01	1.000000	1
C2CD3	7	7.6638e-01	8.7168e-01	1.000000	2
PELP1	9	7.6671e-01	8.7185e-01	1.000000	2
OAS3	9	7.6681e-01	8.7190e-01	1.000000	2
C10orf62	5	7.6684e-01	8.7191e-01	1.000000	1
ALKBH7	9	7.6731e-01	8.7214e-01	1.000000	2
MAF1	6	7.6755e-01	8.7225e-01	1.000000	1
SPR	7	7.6803e-01	8.7249e-01	1.000000	1
KANSL2	11	7.6819e-01	8.7257e-01	1.000000	1
OR51F2	11	7.6822e-01	8.7259e-01	1.000000	2
PGRMC2	9	7.6823e-01	8.7259e-01	1.000000	2
